Molecule ID,ext,External ID,Gene,Name,Source acc,Regulation (case/control),Validation,Scores
A9938,,ICOSL_HUMAN,ICOSLG;B7H2;B7RP1,ICOS ligand precursor,A_23_P6272,ratio: 0.49,ratio_log2fc: -1.04,,p-value: 3.39E-05
BL316,,Q96T57,DNM1DN8-2;FKSG88,FKSG88,A_23_P106472,ratio: 0.49,ratio_log2fc: -1.04,,p-value: 1.42E-03
A029D,,NAKD2_HUMAN,NADK2;NADKD1;MNADK,UPF0465 protein C5ORF33,A_23_P337168,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.71E-03
A0313,,FAK1_HUMAN,PTK2;FAK;FAK1,Focal adhesion kinase 1,A_23_P22096,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.24E-03
A032I,,RAB28_HUMAN,RAB28,Ras-related protein Rab-28,A_32_P7204,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.22E-03
A0650,,MK14_HUMAN,MAPK14;CSBP;CSBP1,Mitogen-activated protein kinase 14,A_23_P426292,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 5.82E-04
A0659,,PCM1_HUMAN,PCM1;PCM-1;HDCMB07P,Pericentriolar material 1 protein,A_24_P135167,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.01E-03
A082C,,LAP4A_HUMAN,LAPTM4A;LAPTM4;MBNT,Lysosomal-associated transmembrane protein 4A,A_23_P90659,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 3.73E-04
A0848,,FHIT_HUMAN,FHIT,Bis(5'-adenosyl)-triphosphatase,A_24_P938313,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 8.51E-04
A0956,,I13R1_HUMAN,IL13RA1;IL13R;IL13RA,Interleukin-13 receptor alpha-1 chain precursor,A_24_P280113,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.32E-04
A095A,,RHOF_HUMAN,RHOF;ARHF;RIF,Rho-related GTP-binding protein RhoF,A_23_P203983,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.82E-04
A130C,,MPRD_HUMAN,M6PR;MPR46;MPRD,Cation-dependent mannose-6-phosphate receptor precursor,A_23_P204252,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 7.68E-05
A131K,,LRRN2_HUMAN,LRRN2;GAC1;LRRN5,Leucine-rich repeats neuronal protein 2,A_23_P11843,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 4.12E-03
A133A,,SKAP2_HUMAN,SCAP2;SKAP2;PRAP,SRC kinase-associated phosphoprotein 2,A_23_P157128,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.48E-03
A1395,X,MSH2_HUMAN,MSH2,DNA mismatch repair protein Msh2,A_23_P102471,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 3.59E-03
A139I,,RN103_HUMAN,RNF103;ZFP103;HKF-1,E3 ubiquitin-protein ligase RNF103,A_23_P56709,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 4.98E-03
A142G,,DMRTC_HUMAN,DMRTC1;DMRTC1B,Doublesex- and MAB-3-related transcription factor C1,A_24_P410286,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.23E-03
A1511,,PLS3_HUMAN,PLSCR3;TMEM256-PLSCR3,Phospholipid scramblase 3,A_23_P49597,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.77E-05
A154B,,UTP11_HUMAN,UTP11L;CGI-94;HDCMB12P,Probable U3 small nucleolar RNA-associated protein 11,A_23_P11774,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 5.79E-04
A179I,X,RNF6_HUMAN,RNF6;SPG2,Ring finger protein 6,A_23_P162734,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 9.73E-04
A180F,,TM208_HUMAN,TMEM208;HSPC171,Transmembrane protein 208,A_23_P206369,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.03E-03
A183I,,RNH2A_HUMAN,RNASEH2A;RNASEHI;RNHIA,Ribonuclease HI large subunit,A_23_P164826,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.04E-05
A1948,,MGST3_HUMAN,MGST3,Microsomal glutathione S-transferase 3,A_23_P51548,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.02E-03
A2072,,WDR5B_HUMAN,WDR5B,WD repeat-containing protein 5B,A_23_P92184,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 3.21E-04
A2108,,PWP1_HUMAN,PWP1,Periodic tryptophan protein 1 homolog,A_23_P105753,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.07E-03
A2149,,ASCC3_HUMAN,ASCC3;HELIC1;RNAH,Activating signal cointegrator 1 complex subunit 3,A_23_P19565,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 7.02E-04
A229C,,NMD3_HUMAN,NMD3;CGI-07,60S ribosomal export protein NMD3,A_32_P11451,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 3.77E-03
A2504,,ATF1_HUMAN,ATF1,Cyclic-AMP-dependent transcription factor ATF-1,A_23_P105646,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 7.95E-04
A2530,X,CELF1_HUMAN,CELF1;BRUNOL2;CUGBP,CUG-BP- and ETR-3-like factor 1,A_23_P318396,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 7.56E-04
A3062,,RT18B_HUMAN,MRPS18B;HSPC183;PTD017,28S ribosomal protein S18b;mitochondrial precursor,A_23_P59107,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 5.90E-04
A314E,,SH3L2_HUMAN,SH3BGRL2;FASH3,SH3 domain binding glutamic acid-rich protein like 2,A_23_P111267,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.97E-04
A3213,X,SMC3_HUMAN,SMC3;BAM;BMH,Structural maintenance of chromosome 3,A_23_P138631,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.35E-03
A3390,,EMX2_HUMAN,EMX2,Empty spiracles homeobox 2,A_23_P44264,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 8.87E-04
A342D,,EX3L2_HUMAN,EXOC3L2;XTP7,Exocyst complex component 3-like protein 2,A_24_P399454,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.61E-03
A3486,,HCN2_HUMAN,HCN2;BCNG2,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,A_23_P342612,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.32E-03
A3512,,RASM_HUMAN,MRAS;RRAS3,Ras-related protein M-Ras,A_23_P377197,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 4.25E-03
A3543,X,TCPE_HUMAN,CCT5;CCTE;PNAS-102,T-complex protein 1;epsilon subunit,A_23_P257863,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 3.62E-04
A3792,,HNRPM_HUMAN,HNRNPM;HNRPM;NAGR1,Heterogeneous nuclear ribonucleoprotein M,A_23_P16615,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 8.38E-04
A379F,,ARMC8_HUMAN,ARMC8;S863-2;HSPC056,Armadillo repeat containing protein 8,A_24_P211869,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 8.32E-05
A4068,X,BUB3_HUMAN,BUB3,Mitotic checkpoint protein BUB3,A_23_P202316,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 7.17E-04
A4780,,EMAL4_HUMAN,EML4;EMAPL4,Echinoderm microtubule-associated protein-like 4,A_23_P143127,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.65E-03
A482C,X,SC61B_HUMAN,SEC61B,Protein transport protein SEC61 beta subunit,A_23_P135342,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 8.15E-04
A4969,,MFAP1_HUMAN,MFAP1,Microfibrillar-associated protein 1,A_23_P14636,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 6.73E-04
A5179,,TBA1B_HUMAN,TUBA1B;TUBA1;K-ALPHA-1,Tubulin alpha-1 chain,A_23_P128147,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.00E-03
A542C,,SPN1_HUMAN,SNUPN;RNUT1;SPN1,Snurportin1,A_23_P256804,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 8.82E-04
A5457,,SERC3_HUMAN,SERINC3;DIFF33;TDE1,Serine incorporator 3,A_23_P79836,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 4.13E-04
A5573,,OPA3_HUMAN,OPA3,Optic atrophy 3 protein,A_32_P52144,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.38E-03
A5717,X,ADAM9_HUMAN,ADAM9;MCMP;MDC9,ADAM 9 precursor,A_32_P5168,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.95E-03
A5847,X,AT11B_HUMAN,ATP11B;ATPIF;ATPIR,Potential phospholipid-transporting ATPase IF,A_24_P157415,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.36E-04
A5973,,CAN2_HUMAN,CAPN2;CANPL2,Calpain-2 catalytic subunit,A_23_P23924,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 6.15E-04
A6001,,CBPC3_HUMAN,AGBL3;CCP3,Cytosolic carboxypeptidase 3,A_32_P82623,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 5.54E-04
A6037,,CECR1_HUMAN,CECR1;ADA2;ADGF,Adenosine deaminase CECR1,A_24_P404593,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 9.51E-04
A603F,,CARTF_HUMAN,ALS2CR8;CARF;NYD-SP24,Amyotrophic lateral sclerosis 2,A_23_P165828,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.88E-03
A621A,,ISY1_HUMAN,ISY1;ISY1-RAB43,Pre-mRNA-splicing factor ISY1 homolog,A_32_P205859,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.18E-03
A626C,,TMX4_HUMAN,TMX4;TXNDC13;UNQ475/PRO938,Thioredoxin-related transmembrane protein 4,A_24_P942517,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.94E-03
A639H,,NUD15_HUMAN,NUDT15;MTH2,Probable 7;8-dihydro-8-oxoguanine triphosphatase NUDT15,A_24_P244699,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.74E-03
A659H,,OBRG_HUMAN,LEPROT;LEPR;OBR,Leptin receptor gene-related protein,A_23_P1126,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 7.00E-04
A674C,X,VAMP8_HUMAN,VAMP8,Vesicle-associated membrane protein 8,A_23_P28434,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 4.07E-04
A677F,,CCD97_HUMAN,CCDC97,Coiled-coil domain-containing protein 97,A_23_P398044,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.10E-04
A707C,,VTI1A_HUMAN,VTI1A,Vesicle transport through interaction with t-SNAREs homolog 1A,A_32_P36313,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.48E-03
A7104,,NAGA_HUMAN,AMDHD2;CGI-14,Putative N-acetylglucosamine-6-phosphate deacetylase,A_23_P54816,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.33E-03
A7458,,PON2_HUMAN,PON2,Serum paraoxonase/arylesterase 2,A_23_P31399,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.50E-03
A756I,,TF2H3_HUMAN,GTF2H3,General transcription factor IIH polypeptide 3,A_23_P386420,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 3.92E-05
A767I,,THAP1_HUMAN,THAP1,THAP domain protein 1,A_23_P134814,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.70E-03
A773A,,NOC3L_HUMAN,NOC3L;AD24;FAD24,Nucleolar complex protein 3 homolog,A_23_P202496,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 9.84E-04
A8100,,UBE2H_HUMAN,UBE2H,Ubiquitin-conjugating enzyme E2 H,A_23_P145584,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.53E-05
A8141,,UCHL5_HUMAN,UCHL5;UCH37;AD-019,Ubiquitin carboxyl-terminal hydrolase isozyme L5,A_23_P148798,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 9.38E-04
A829D,,PRC2C_HUMAN,BAT2L2;BAT2D1;XTP2,BAT2 domain-containing protein 1,A_23_P412409,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 8.54E-04
A842H,,PIM1_HUMAN,PIM1,Proto-oncogene serine/threonine-protein kinase Pim-1,A_23_P345118,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 9.54E-04
A8727,,COX11_HUMAN,COX11,Cytochrome c oxidase assembly protein COX11;mitochondrial precursor,A_24_P73943,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 3.44E-03
A8755,,DOCK8_HUMAN,DOCK8,Dedicator of cytokinesis protein 8,A_32_P181077,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 2.05E-03
A875C,X,BUD13_HUMAN,BUD13,BUD13 homolog,A_23_P52826,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 5.21E-04
A928G,,IPPK_HUMAN,IPPK,Inositol 1;3;4;5;6-pentakisphosphate 2-kinase,A_23_P123582,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 1.57E-04
A993B,X,G3BP2_HUMAN,G3BP2,Ras-GTPase-activating protein binding protein 2,A_24_P380132,ratio: 0.49,ratio_log2fc: -1.03,,p-value: 3.31E-03
A0086,X,ZO1_HUMAN,TJP1;ZO1,Tight junction protein ZO-1,A_24_P193435,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 8.33E-04
A0099,X,ITB1_HUMAN,ITGB1;FNRB;MDF2,Integrin beta-1 precursor,A_32_P95397,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.51E-03
A0211,X,RAB3I_HUMAN,RAB3IP;RABIN8;HRABIN3A,RAB3A-interacting protein,A_24_P93624,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.18E-03
A0362,,1433G_HUMAN,YWHAG,14-3-3 protein gamma,A_24_P106681,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.10E-04
A0490,,M3K3_HUMAN,MAP3K3;MST094;MAPKKK3,Mitogen-activated protein kinase kinase kinase 3,A_23_P207131,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 3.59E-04
A0616,,RAB4A_HUMAN,RAB4A;RAB4;SPHAR,Ras-related protein Rab-4A,A_23_P217938,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.07E-03
A0641,,TSN3_HUMAN,TSPAN3;TM4SF8;TSPAN-3,Transmembrane 4 superfamily;member 8,A_23_P14804,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.93E-03
A0716,X,XRCC6_HUMAN,XRCC6;G22P1,X-ray repair cross-complementing protein 6,A_23_P120942,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.92E-04
A078B,,TAF2_HUMAN,TAF2;CIF150;TAF2B,Transcription initiation factor TFIID subunit 2,A_24_P385119,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.86E-04
A079A,,RAP1B_HUMAN,RAP1B;PNAS-140,Ras-related protein Rap-1b,A_23_P2661,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 7.19E-04
A084B,,TCAL1_HUMAN,TCEAL1;SIIR;PP21,Transcription elongation factor A (SII)-like 1,A_23_P73801,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 8.49E-04
A094C,,LMBD1_HUMAN,LMBRD1;NESI;BM-021,Probable lysosomal cobalamin transporter,A_23_P81660,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 9.40E-04
A095K,,OSGI2_HUMAN,OSGIN2,Oxidative stress-induced growth inhibitor 2,A_24_P261083,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 7.02E-04
A0979,,PPR3C_HUMAN,PPP1R3C;PPP1R5,Serine-threonine specific protein phosphatase,A_23_P35414,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.62E-03
A116I,,RHBL4_HUMAN,RHBDD1;HSD50;HSD-50,Rhomboid-related protein 4,A_23_P147514,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.59E-03
A157I,,RN170_HUMAN,RNF170,Ring finger protein 170,A_23_P146209,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.42E-03
A2119,,STRN3_HUMAN,STRN3;GS2NA;SG2NA,Striatin 3,A_24_P330397,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 8.20E-04
A223J,X,YTHD2_HUMAN,YTHDF2;HGRG8;NY-REN-2,YTH domain family protein 2,A_23_P103414,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.72E-04
A2252,,FBX17_HUMAN,FBXO17;FBG4;FBX17,F-box only protein 17,A_23_P395911,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.06E-03
A2535,,RBM45_HUMAN,RBM45;DRB1;DRBP1,RNA-binding protein 45,A_23_P142994,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.01E-03
A263E,,RSPH3_HUMAN,RSPH3;RSHL2;RSP3,Radial spoke head protein 3 homolog,A_23_P59397,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.50E-05
A296A,,CL065_HUMAN,My030,My030 protein,A_32_P11894,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 7.56E-04
A296E,,SELT_HUMAN,SELT;UNQ150;UNQ150/PRO176,Selenoprotein T,A_23_P250042,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.13E-03
A3533,X,HS105_HUMAN,HSPH1;HSP105;HSP110,Heat shock 105kDa/110kDa protein 1,A_23_P88119,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 7.26E-04
A3945,,SC23A_HUMAN,SEC23A,Protein transport protein Sec23A,A_23_P348894,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.86E-04
A395E,,TNC18_HUMAN,TNRC18;CAGL79,Trinucleotide repeat-containing gene 18 protein,A_23_P377434,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.13E-03
A4005,,TIP_HUMAN,ITFG1;TIP;CDA08,T-cell immunomodulatory protein,A_23_P334123,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.95E-03
A4202,,RD23B_HUMAN,RAD23B,UV excision repair protein RAD23 homolog B,A_24_P398092,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.06E-03
A424F,,ATE1_HUMAN,ATE1,Arginyl-tRNA-protein transferase 1,A_23_P138574,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.75E-04
A4374,,PPIL1_HUMAN,PPIL1;CYPL1;CGI-124,Peptidyl-prolyl cis-trans isomerase like 1,A_23_P133995,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.26E-03
A444I,,SKAP_HUMAN,KNSTRN;SKAP;TRAF4AF1,TRAF4 associated factor 1,A_23_P140705,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 5.41E-04
A4597,,BL1S2_HUMAN,BLOC1S2;BLOS2;CEAP,Biogenesis of lysosome-related organelles complex 1 subunit 2,A_23_P23960,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 9.10E-04
A460C,,SAR1A_HUMAN,SAR1A;SAR1;SARA,SAR1 geme homolog A,A_24_P158421,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 5.33E-04
A482C,X,SC61B_HUMAN,SEC61B,Protein transport protein SEC61 beta subunit,A_24_P8494,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 9.30E-04
A520A,,H33_HUMAN,H3F3A;H3F3B;H3.3A,H3 histone;family 3A,A_24_P91035,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.19E-03
A5601,,TBL2_HUMAN,TBL2;WBSCR13;UNQ563/PRO1125,Transducin beta-like 2 protein,A_23_P134395,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 3.80E-05
A5616,,3HIDH_HUMAN,NS5ATP1;HIBADH,3-hydroxyisobutyrate dehydrogenase;mitochondrial precursor,A_23_P335428,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.60E-03
A5738,,ADRO_HUMAN,FDXR;ADXR,NADPH:adrenodoxin oxidoreductase;mitochondrial precursor,A_23_P38154,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 6.88E-04
A5856,,AT5EL_HUMAN,ATP5EP2,ATP synthase subunit esilon-like protein;mitochondrial,A_32_P123771,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.09E-03
A617C,,TM9S2_HUMAN,TM9SF2,Transmembrane 9 superfamily protein member 2 precursor,A_23_P151394,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 6.47E-04
A617I,,SUH_HUMAN,RBPJ;IGKJRB;IGKJRB1,Recombination signal binding protein for immunoglobulin kappa J region,A_23_P29994,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.05E-04
A6222,,CTDS2_HUMAN,CTDSP2;NIF2;OS4,Nuclear LIM interactor-interacting factor 2,A_23_P81880,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.27E-04
A6239,,DAD1_HUMAN,DAD1,Defender against cell death 1,A_24_P47870,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.27E-03
A623C,,TMEDA_HUMAN,TMED10;TMP21,Transmembrane EMP24 domain-containing protein 10 precursor,A_23_P14537,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.25E-04
A6267,X,DDX21_HUMAN,DDX21,Nucleolar RNA helicase 2,A_24_P415260,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.17E-03
A6431,,ENTP2_HUMAN,ENTPD2;CD39L1,Ectonucleoside triphosphate diphosphohydrolase 2,A_23_P395365,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.30E-04
A6775,X,IDE_HUMAN,IDE,Insulin-degrading enzyme,A_23_P63681,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 7.37E-04
A701C,,VPS4B_HUMAN,VPS4B;SKD1;VPS42,Vacuolar sorting protein 4b,A_24_P322369,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.63E-03
A705A,,MGN2_HUMAN,MAGOHB;MAGOH2,Mago Nashi protein homolog 2,A_23_P2423,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.51E-04
A716G,,GTPB6_HUMAN,GTPBP6;PGPL,Putative GTP-binding protein 6,A_23_P113523,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 3.68E-03
A7688,,RIOK2_HUMAN,RIOK2,Serine/threonine-protein kinase RIO2,A_23_P133284,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.39E-04
A7771,X,S5A1_HUMAN,SRD5A1,3-oxo-5-alpha-steroid 4-dehydrogenase 1,A_23_P30223,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 1.84E-03
A7779,,SC11C_HUMAN,SEC11C;SEC11L3;SPC21,Signal peptidase complex catalytic subunit SEC11C,A_23_P208009,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 3.49E-03
A784F,,CF062_HUMAN,XTP12,Uncharacterized protein C6orf62,A_23_P42514,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 7.30E-04
A790J,,F217B_HUMAN,FAM217B,Protein C20orf177,A_23_P68505,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 5.67E-04
A8013,,TP4A2_HUMAN,PTP4A2;PRL2;PTPCAAX2,Protein tyrosine phosphatase type IVA 2,A_23_P378968,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 5.49E-04
A9002,,REEP5_HUMAN,REEP5;DP1;TB2,Receptor expression-enhancing protein 5,A_23_P350045,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 2.09E-03
A909B,,CPNE3_HUMAN,CPNE3;CPN3,Copine III,A_23_P94370,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.87E-05
A9646,,RS27A_HUMAN,RPS27A;UBA80;UBCEP1,Ubiquitin and ribosomal protein S27A precursor,A_23_P79732,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 4.12E-04
A9812,,CC038_HUMAN,,Uncharacterized protein C3ORF38,A_23_P32785,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 3.29E-04
B2605,,CENP1_HUMAN,CENPBD1,CENPB DNA-binding domains containing 1,A_23_P206454,ratio: 0.49,ratio_log2fc: -1.02,,p-value: 3.31E-04
A197G,,DUS4L_HUMAN,DUS4L;PP35,tRNA-dihydrouridine synthase 4-like,A_23_P215778,ratio: 0.49,ratio_log2fc: -1.01,,p-value: 4.11E-04
A0020,,PTN11_HUMAN,BPTP-3;PTPN11;PTP2C,Protein-tyrosine phosphatase;non-receptor type 11,A_23_P99027,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 6.92E-04
A0220,,KAISO_HUMAN,ZBTB33;KAISO;ZNF348,Kaiso,A_24_P314351,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 5.17E-04
A0223,X,PTPRF_HUMAN,PTPRF;LAR,Protein tyrosine phosphatase;receptor type;F,A_24_P385313,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 5.09E-04
A0543,,DRD4_HUMAN,DRD4,D(4) dopamine receptor,A_23_P150162,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 8.31E-04
A0616,,RAB4A_HUMAN,RAB4A;RAB4;SPHAR,Ras-related protein Rab-4A,A_23_P369919,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 5.37E-04
A0721,,IGF1R_HUMAN,IGF1R,Insulin-like growth factor I receptor precursor,A_23_P417282,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 1.31E-03
A073J,,UBE2W_HUMAN,UBE2W;UBC16,Ubiquitin-conjugating enzyme E2 W,A_23_P71433,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 1.26E-03
A082A,,RASEF_HUMAN,RASEF;RAB45,RAS and EF-hand domain-containing protein,A_32_P24950,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 3.82E-03
A119B,,TLE3_HUMAN,TLE3,Transducin-like enhancer protein 3,A_23_P342934,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 1.14E-03
A136B,X,TRPS1_HUMAN,TRPS1,Zinc finger transcription factor Trps1,A_23_P134755,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 1.66E-04
A210H,,LS14A_HUMAN,LSM14A;FAM61A;RAP55,Protein FAM61A,A_24_P365327,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 4.42E-04
A222J,X,YTHD1_HUMAN,YTHDF1,YTH domain family protein 1,A_23_P5912,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 6.00E-05
A2401,,NOLC1_HUMAN,NOLC1;NS5ATP13,Nucleolar phosphoprotein p130,A_23_P314151,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 2.76E-04
A248K,,ZFYV1_HUMAN,ZFYVE1;DFCP1;TAFF1,Zinc finger FYVE domain containing protein 1,A_24_P287503,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 4.95E-04
A2587,,K1430_HUMAN,,UPF0501 protein KIAA1430,A_23_P318581,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 2.58E-04
A280G,,EPT1_HUMAN,EPT1;SELI,Selenoprotein I,A_23_P68300,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 4.95E-03
A2827,,ZN566_HUMAN,ZNF566,Zinc finger protein 566,A_23_P306956,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 3.97E-03
A298D,,DNAL1_HUMAN,DNAL1,Axonemal dynein light chain,A_23_P25913,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 1.97E-05
A308A,X,CPSF2_HUMAN,CPSF2;CPSF100,Cleavage and polyadenylation specificity factor subunit 2,A_23_P99837,ratio: 0.48,ratio_log2fc: -1.07,,p-value: 7.67E-04
