gene	transcript	canonical	obs_lof	exp_lof	oe_lof	oe_lof_lower	oe_lof_upper	obs_mis	exp_mis	oe_mis	oe_mis_lower	oe_mis_upper	obs_syn	exp_syn	oe_syn	oe_syn_lower	oe_syn_upper	lof_z	mis_z	syn_z	pLI	pRec	pNull	gene_issues
CNPY1	ENST00000321736	True	6.0	3.9224	1.5297	0.763	1.934	46.0	45.187	1.018	0.803	1.302	10.0	15.623	0.6400899999999999	0.394	1.086	-0.9776600000000001	-0.043864999999999994	1.1138	1.9972e-05	0.15846	0.84152	[]
CNPY2	ENST00000273308	True	6.0	12.062999999999999	0.49737	0.271	0.982	91.0	109.18	0.8335100000000001	0.703	0.992	35.0	40.010999999999996	0.87476	0.667	1.16	1.627	0.63108	0.62025	0.0024748	0.9348200000000001	0.06270099999999999	[]
CNPY3	ENST00000372836	True	3.0	13.843	0.21670999999999999	0.098	0.56	133.0	148.41	0.89615	0.778	1.035	53.0	64.763	0.8183600000000001	0.655	1.029	2.7161	0.45896000000000003	1.1445	0.41977	0.57875	0.0014812999999999998	[]
CNPY4	ENST00000262932	True	18.0	14.414000000000001	1.2488	0.86	1.788	147.0	139.33	1.055	0.922	1.21	52.0	51.6	1.0078	0.806	1.27	-0.88039	-0.23571	-0.043633	8.2525e-14	0.0050854	0.9949100000000001	[]
CNR1	ENST00000537554	True	2.0	10.499	0.19049000000000002	0.077	0.6	165.0	290.53	0.56793	0.499	0.646	134.0	127.17	1.0537	0.915	1.216	2.4446	2.6717	-0.47453	0.51751	0.47907	0.0034202	[]
CNR2	ENST00000536471	True	8.0	8.2725	0.96706	0.565	1.679	172.0	201.98	0.85156	0.751	0.966	88.0	83.402	1.0551	0.887	1.26	0.08828899999999999	0.7653399999999999	-0.39416	6.9777999999999995e-06	0.29446	0.70553	[]
CNRIP1	ENST00000263655	True	2.0	5.8779	0.34026	0.138	1.068	77.0	92.12799999999999	0.8357899999999999	0.694	1.01	39.0	35.59	1.0958	0.847	1.431	1.4907	0.5717899999999999	-0.44758000000000003	0.15019000000000002	0.78296	0.066859	[]
CNST	ENST00000366513	True	15.0	31.741	0.47258	0.315	0.728	379.0	384.23	0.9864	0.906	1.074	180.0	150.74	1.1941	1.057	1.351	2.7693	0.096736	-1.8661	1.4874000000000002e-06	0.99823	0.0017638999999999999	[]
CNTD1	ENST00000588408	True	7.0	18.175	0.38515	0.218	0.723	143.0	176.47	0.8103600000000001	0.706	0.931	57.0	72.53699999999999	0.78581	0.634	0.98	2.4429	0.91391	1.4283	0.0049521	0.98966	0.005384300000000001	[]
CNTD2	ENST00000430325	True	5.0	7.4141	0.6743899999999999	0.351	1.404	146.0	190.73	0.76549	0.668	0.878	87.0	89.96600000000001	0.96704	0.812	1.156	0.8262700000000001	1.1749	0.2448	0.0017542999999999999	0.72491	0.27334	[]
CNTF	ENST00000361987	True	7.0	6.9018	1.0142	0.571	1.759	139.0	119.66	1.1616	1.011	1.337	45.0	42.638000000000005	1.0554	0.83	1.353	-0.034836	-0.64142	-0.28325	2.2265e-05	0.30157	0.6984100000000001	[]
CNTFR	ENST00000378980	True	2.0	18.386	0.10878	0.043	0.342	165.0	236.1	0.69884	0.615	0.795	97.0	104.38	0.92932	0.788	1.1	3.5616	1.6788	0.5653699999999999	0.9537700000000001	0.046221	4.7761e-06	[]
CNTLN	ENST00000380647	True	70.0	74.58	0.9385899999999999	0.773	1.145	827.0	669.09	1.236	1.167	1.309	304.0	239.1	1.2714	1.157	1.398	0.49423999999999996	-2.2146	-3.2862	1.2340999999999998e-44	2.2411e-06	1.0	"[""mis_too_many""]"
CNTN1	ENST00000551295	True	13.0	59.358000000000004	0.21900999999999998	0.142	0.348	417.0	560.39	0.74412	0.686	0.807	202.0	199.76	1.0112	0.901	1.136	5.6078	2.1975	-0.12393	0.5524399999999999	0.44756	6.1427e-11	[]
CNTN2	ENST00000331830	True	15.0	53.244	0.28171999999999997	0.187	0.434	473.0	658.39	0.71842	0.665	0.775	249.0	268.73	0.9265899999999999	0.835	1.029	4.8847	2.6211	0.94216	0.0046125	0.99539	1.6993e-08	[]
CNTN3	ENST00000263665	True	18.0	52.348	0.34385	0.237	0.51	454.0	544.67	0.83354	0.771	0.901	206.0	199.54	1.0324	0.921	1.159	4.4244	1.4094	-0.35798	2.3541e-05	0.99998	2.7826999999999996e-07	[]
CNTN4	ENST00000397461	True	20.0	55.022	0.36349000000000004	0.255	0.528	524.0	566.08	0.9256700000000001	0.861	0.995	253.0	211.3	1.1973	1.08	1.329	4.4003	0.64161	-2.2459	2.3647e-06	1.0	3.0883000000000005e-07	[]
CNTN5	ENST00000524871	True	18.0	55.12	0.32656	0.225	0.484	577.0	567.68	1.0164	0.949	1.089	237.0	204.8	1.1572	1.04	1.289	4.6597	-0.14187	-1.7618	6.6368e-05	0.9999299999999999	6.2824e-08	[]
CNTN6	ENST00000446702	True	49.0	53.343999999999994	0.91856	0.729	1.165	726.0	533.38	1.3611	1.28	1.447	258.0	191.53	1.3471	1.216	1.493	0.55435	-3.0257	-3.7605	5.6547999999999995e-31	0.00026346	0.99974	"[""mis_too_many""]"
CNTNAP1	ENST00000264638	True	24.0	78.21	0.30687	0.221	0.432	625.0	890.31	0.702	0.657	0.75	332.0	359.1	0.9245399999999999	0.844	1.012	5.7128	3.2257	1.1196	1.8848e-05	0.99998	2.6284000000000004e-11	[]
CNTNAP2	ENST00000361727	True	27.0	68.523	0.39403	0.289	0.543	763.0	754.87	1.0108	0.952	1.073	329.0	298.37	1.1027	1.007	1.208	4.6749	-0.10732	-1.3885	3.5753000000000003e-09	1.0	4.8091e-08	[]
CNTNAP3	ENST00000297668	True	25.0	43.442	0.57548	0.418	0.804	503.0	507.97	0.99021	0.92	1.066	229.0	203.11	1.1275	1.011	1.258	2.6077	0.080014	-1.4222	8.1044e-12	0.99277	0.007234	[]
CNTNAP3B	ENST00000377564	True	34.0	27.925	1.2176	0.925	1.618	369.0	278.45	1.3252	1.216	1.444	145.0	116.56	1.244	1.086	1.428	-1.0714	-1.9686	-2.0627	2.8486e-25	3.2274e-05	0.99997	"[""mis_too_many""]"
CNTNAP4	ENST00000478060	True	20.0	60.401	0.33111999999999997	0.232	0.481	719.0	632.96	1.1359	1.068	1.208	306.0	236.81	1.2922	1.176	1.42	4.8448	-1.2407	-3.5204	1.768e-05	0.99998	1.7187e-08	[]
CNTNAP5	ENST00000431078	True	12.0	67.604	0.17751	0.113	0.288	687.0	724.3	0.9485	0.89	1.01	318.0	295.95	1.0745	0.98	1.179	6.3026	0.5028	-1.0036	0.99292	0.0070802999999999994	5.3729999999999995e-15	[]
CNTRL	ENST00000373855	True	102.0	135.15	0.75471	0.642	0.89	1105.0	1138.2	0.9708399999999999	0.923	1.02	382.0	405.5	0.94206	0.866	1.025	2.6576	0.35694000000000004	0.91355	2.7151e-54	0.0059247	0.99408	[]
CNTROB	ENST00000380262	True	33.0	55.283	0.59692	0.451	0.798	500.0	546.14	0.91551	0.85	0.986	208.0	216.68	0.95994	0.857	1.077	2.7931	0.71628	0.46163000000000004	1.2679999999999999e-15	0.99406	0.0059386000000000005	[]
COA1	ENST00000395879	True	4.0	7.1826	0.5569	0.273	1.269	68.0	80.464	0.8451	0.694	1.034	32.0	32.955	0.97101	0.732	1.304	1.1067	0.50408	0.1303	0.0095481	0.8269700000000001	0.16348	[]
COA3	ENST00000328434	True	2.0	4.0028	0.49966000000000005	0.202	1.493	71.0	64.257	1.1049	0.912	1.346	20.0	29.896	0.66899	0.47	0.972	0.9329299999999999	-0.30519	1.417	0.071587	0.75252	0.1759	[]
COA4	ENST00000355693	True	1.0	3.0988	0.32271	0.113	1.434	48.0	53.781000000000006	0.89251	0.707	1.135	19.0	22.294	0.85224	0.594	1.25	1.1112	0.28597	0.5462600000000001	0.23085	0.65412	0.11503	[]
COA5	ENST00000328709	True	2.0	4.7666	0.41958	0.17	1.299	33.0	40.745	0.80991	0.613	1.083	16.0	17.682000000000002	0.9048700000000001	0.612	1.374	1.181	0.4402	0.3132	0.098767	0.78023	0.12100999999999999	[]
COA6	ENST00000366613	True	4.0	6.3409	0.63083	0.309	1.422	50.0	66.29899999999999	0.75416	0.6	0.955	26.0	25.724	1.0107	0.74	1.402	0.8663799999999999	0.7262	-0.042571	0.006389100000000001	0.7581	0.23551	[]
COA7	ENST00000371538	True	3.0	7.6035	0.39455	0.179	1.019	105.0	128.65	0.81615	0.696	0.96	50.0	51.383	0.97309	0.775	1.232	1.5559	0.75651	0.15105	0.061492	0.87465	0.063861	[]
COASY	ENST00000590958	True	17.0	23.425	0.7257100000000001	0.496	1.089	353.0	357.6	0.98715	0.904	1.078	142.0	153.84	0.9230700000000001	0.805	1.061	1.2373	0.088172	0.7471	1.4305000000000002e-09	0.5825100000000001	0.41748999999999997	[]
COBL	ENST00000265136	True	13.0	43.778	0.29696	0.192	0.472	777.0	743.53	1.045	0.984	1.109	317.0	315.99	1.0032	0.914	1.101	4.3352	-0.44528	-0.044659	0.0036235	0.9963799999999999	5.8833e-07	[]
COBLL1	ENST00000342193	True	11.0	42.277	0.26019000000000003	0.163	0.431	611.0	599.49	1.0192	0.953	1.09	229.0	221.02	1.0361	0.929	1.156	4.483	-0.17053	-0.42033000000000004	0.053154999999999994	0.94685	2.6836e-07	[]
COCH	ENST00000396618	True	15.0	25.837	0.58057	0.387	0.894	261.0	302.24	0.86355	0.78	0.957	118.0	107.41	1.0986	0.945	1.28	1.9869	0.8605799999999999	-0.79971	1.5715999999999999e-07	0.9596100000000001	0.040388	[]
COG1	ENST00000299886	True	19.0	44.98	0.42241000000000006	0.294	0.62	532.0	535.83	0.9928600000000001	0.924	1.067	225.0	219.86	1.0234	0.917	1.143	3.6102	0.059972000000000004	-0.27123	2.8762e-07	0.99997	3.1426999999999996e-05	[]
COG2	ENST00000366669	True	16.0	40.291	0.39711	0.268	0.603	347.0	398.43	0.8709100000000001	0.797	0.952	163.0	150.79	1.081	0.951	1.231	3.5665	0.93479	-0.77878	7.0113e-06	0.99995	3.8687e-05	[]
COG3	ENST00000349995	True	5.0	49.824	0.10035	0.051	0.211	323.0	421.29	0.7667	0.699	0.841	149.0	167.12	0.89156	0.779	1.021	5.9183	1.7372	1.0976	0.99995	5.3418e-05	2.5909000000000003e-15	[]
COG4	ENST00000323786	True	21.0	41.553999999999995	0.50537	0.357	0.728	454.0	444.65	1.021	0.945	1.103	188.0	170.12	1.1051	0.98	1.247	2.9716	-0.16088	-1.0731	2.9483000000000003e-09	0.99908	0.00092208	[]
COG5	ENST00000297135	True	36.0	51.117	0.70427	0.539	0.93	487.0	462.14	1.0538	0.978	1.136	191.0	163.68	1.1669	1.036	1.316	1.9705	-0.41944	-1.672	1.2195999999999999e-18	0.63944	0.36056	[]
COG6	ENST00000455146	True	28.0	38.691	0.72368	0.535	0.992	367.0	361.73	1.0146	0.931	1.106	120.0	129.07	0.9297200000000001	0.801	1.082	1.6019	-0.10057	0.6251800000000001	5.0536e-15	0.51513	0.48486999999999997	[]
COG7	ENST00000307149	True	18.0	39.294000000000004	0.45808999999999994	0.316	0.679	382.0	432.87	0.8824700000000001	0.811	0.96	177.0	186.6	0.9485600000000001	0.838	1.074	3.1659	0.88707	0.55018	1.7835e-07	0.99969	0.00030826	[]
COG8	ENST00000306875	True	15.0	21.64	0.69315	0.463	1.067	373.0	375.15	0.9942799999999999	0.913	1.083	181.0	159.08	1.1378	1.007	1.287	1.3304	0.040204000000000004	-1.3607	2.434e-08	0.71394	0.28606	[]
COIL	ENST00000240316	True	8.0	24.51	0.32639	0.191	0.589	295.0	309.66	0.9526399999999999	0.865	1.049	122.0	120.14	1.0155	0.876	1.18	3.108	0.30232	-0.13316	0.010173999999999999	0.98944	0.00038723	[]
COL10A1	ENST00000327673	True	10.0	18.183	0.54995	0.338	0.933	433.0	378.24	1.1448	1.057	1.24	141.0	139.9	1.0079	0.878	1.159	1.7885	-1.0215	-0.072931	3.3807e-05	0.9482200000000001	0.051741999999999996	[]
COL11A1	ENST00000370096	True	15.0	117.46	0.1277	0.084	0.197	888.0	999.91	0.88808	0.84	0.939	344.0	324.67	1.0595	0.969	1.158	8.8108	1.2839	-0.8397399999999999	1.0	8.01e-09	1.4440999999999997e-31	[]
COL11A2	ENST00000374708	True	25.0	110.79	0.22565	0.163	0.315	742.0	938.39	0.79072	0.744	0.84	325.0	353.63	0.9190299999999999	0.839	1.007	7.5961	2.3258	1.1921	0.41511000000000003	0.5848899999999999	8.3709e-19	[]
COL12A1	ENST00000322507	True	33.0	151.67	0.21758000000000002	0.164	0.291	1403.0	1681.3	0.8344600000000001	0.798	0.872	599.0	603.11	0.99318	0.928	1.063	8.9804	2.4624	0.13112000000000001	0.85234	0.14765999999999999	2.9288e-26	[]
COL13A1	ENST00000398978	True	31.0	54.606	0.56771	0.426	0.766	349.0	404.57	0.86265	0.789	0.943	159.0	146.45	1.0857	0.953	1.238	2.9772	1.0022	-0.81165	2.6744e-14	0.99816	0.0018393	[]
COL14A1	ENST00000297848	True	41.0	99.70100000000001	0.41123000000000004	0.319	0.534	834.0	980.65	0.85046	0.803	0.901	353.0	357.74	0.9867600000000001	0.904	1.078	5.479	1.6989	0.19605999999999998	3.8977e-14	1.0	1.2378e-10	[]
COL15A1	ENST00000375001	True	26.0	72.546	0.35839	0.262	0.497	787.0	809.06	0.9727399999999999	0.917	1.032	338.0	323.06	1.0462	0.956	1.145	5.093	0.28131	-0.65079	8.3733e-08	1.0	2.5673e-09	[]
COL16A1	ENST00000373672	True	58.0	112.81	0.51415	0.415	0.64	827.0	929.37	0.88985	0.84	0.942	329.0	354.63	0.9277200000000001	0.847	1.016	4.8092	1.2182	1.0657	3.5027e-24	1.0	5.2615e-08	[]
COL17A1	ENST00000353479	True	58.0	97.052	0.5976199999999999	0.483	0.744	909.0	865.74	1.05	0.993	1.109	329.0	329.98	0.99702	0.91	1.092	3.6944	-0.5333600000000001	0.042319999999999997	9.664200000000001e-27	0.99975	0.00024859	[]
COL18A1	ENST00000355480	True	30.0	79.456	0.37756999999999996	0.281	0.512	1021.0	986.09	1.0354	0.983	1.09	551.0	433.79	1.2702	1.184	1.363	5.1708	-0.40336	-4.4062	1.5156e-09	1.0	1.3661999999999999e-09	"[""syn_outlier""]"
COL19A1	ENST00000322773	True	60.0	80.036	0.74966	0.608	0.929	603.0	631.1	0.95547	0.893	1.022	206.0	203.06	1.0145	0.905	1.139	2.0873	0.40585	-0.16176	5.222099999999999e-32	0.084867	0.9151299999999999	[]
COL1A1	ENST00000225964	True	4.0	87.756	0.045581	0.021	0.104	589.0	875.39	0.67284	0.628	0.72	348.0	322.17	1.0802	0.989	1.18	8.3326	3.5116	-1.1266	1.0	7.084e-12	2.2654e-31	[]
COL1A2	ENST00000297268	True	9.0	77.473	0.11617000000000001	0.069	0.203	632.0	831.9	0.75971	0.711	0.811	291.0	272.33	1.0686	0.97	1.177	7.2501	2.5143	-0.88571	1.0	1.2634999999999998e-06	4.7521e-22	[]
COL20A1	ENST00000358894	True	56.0	62.763999999999996	0.89223	0.719	1.115	737.0	726.81	1.014	0.954	1.078	375.0	330.16	1.1358	1.043	1.237	0.79573	-0.13713	-1.9322	1.3337999999999999e-34	0.00018909	0.9998100000000001	[]
COL21A1	ENST00000244728	True	39.0	53.253	0.73236	0.566	0.957	407.0	461.48	0.88194	0.812	0.957	176.0	160.8	1.0945	0.967	1.24	1.8202	0.92011	-0.9382299999999999	1.0736000000000001e-20	0.35656	0.64344	[]
COL22A1	ENST00000303045	True	79.0	107.27	0.73649	0.613	0.888	965.0	960.04	1.0052	0.953	1.06	376.0	358.03	1.0502	0.964	1.144	2.5435	-0.058061	-0.74345	3.3859999999999997e-41	0.084223	0.9157799999999999	[]
COL23A1	ENST00000390654	True	25.0	40.157	0.62256	0.453	0.869	243.0	282.0	0.8617	0.775	0.958	124.0	112.44	1.1028	0.952	1.28	2.2291	0.84251	-0.85377	2.2919e-12	0.95921	0.040793	[]
COL24A1	ENST00000370571	True	81.0	106.9	0.7577	0.632	0.911	900.0	892.71	1.0082	0.954	1.065	284.0	294.96	0.96285	0.873	1.062	2.3348	-0.088488	0.49951	2.0691e-43	0.015958	0.9840399999999999	[]
COL25A1	ENST00000399132	True	34.0	53.367	0.6371	0.484	0.848	298.0	379.23	0.7858	0.714	0.865	125.0	126.13	0.99106	0.856	1.15	2.4707	1.5132	0.078572	1.1556e-16	0.96515	0.034852	[]
COL26A1	ENST00000313669	True	11.0	23.888	0.46048	0.289	0.762	239.0	252.65	0.9459799999999999	0.85	1.053	108.0	110.82	0.97455	0.833	1.143	2.4575	0.3115	0.20979	5.7553e-05	0.9944700000000001	0.005477	[]
COL27A1	ENST00000356083	True	23.0	107.21	0.21454	0.153	0.304	1035.0	1119.8	0.9243	0.877	0.973	477.0	454.62	1.0492	0.973	1.132	7.5794	0.9189799999999999	-0.82194	0.83406	0.16594	3.4898e-19	[]
COL28A1	ENST00000399429	True	54.0	65.493	0.82452	0.662	1.034	670.0	618.44	1.0834	1.016	1.155	244.0	213.46	1.1431	1.029	1.271	1.3235	-0.75215	-1.6369	2.0152999999999998e-31	0.0038048	0.9962	[]
COL2A1	ENST00000380518	True	6.0	86.825	0.069105	0.037	0.136	598.0	861.2	0.69438	0.648	0.743	357.0	318.77	1.1199	1.026	1.222	8.084	3.2536	-1.6763	1.0	2.7165e-10	6.684199999999999e-29	[]
COL3A1	ENST00000304636	True	4.0	93.948	0.042577	0.02	0.097	510.0	867.27	0.58805	0.546	0.633	296.0	283.2	1.0452	0.95	1.151	8.6487	4.4011	-0.59541	1.0	6.9908e-13	8.041e-34	[]
COL4A1	ENST00000375820	True	6.0	93.304	0.06430599999999999	0.034	0.127	695.0	973.01	0.71428	0.67	0.76	435.0	368.41	1.1807	1.091	1.278	8.4234	3.2333	-2.7162	1.0	2.4079e-11	1.8265e-31	[]
COL4A2	ENST00000360467	True	38.0	89.104	0.42646999999999996	0.328	0.559	814.0	1037.4	0.78465	0.74	0.831	389.0	417.7	0.93129	0.856	1.013	5.0455	2.5162	1.0994	1.0424e-13	1.0	3.6386000000000002e-09	[]
COL4A3	ENST00000396578	True	37.0	96.12899999999999	0.3849	0.295	0.506	757.0	948.56	0.79806	0.751	0.847	314.0	333.79	0.94071	0.857	1.033	5.6205	2.2563	0.84808	7.5054e-12	1.0	3.8728999999999996e-11	[]
COL4A3BP	ENST00000380494	True	9.0	42.92	0.20969000000000002	0.125	0.366	265.0	403.73	0.6563899999999999	0.593	0.727	171.0	147.21	1.1616	1.025	1.319	4.8254	2.5047	-1.5355	0.6590199999999999	0.34098	1.4664e-08	[]
COL4A4	ENST00000396625	True	39.0	83.78	0.46551000000000003	0.359	0.608	867.0	971.57	0.8923700000000001	0.843	0.944	368.0	346.88	1.0609	0.973	1.156	4.5595	1.217	-0.88787	2.7359e-15	1.0	1.3709000000000002e-07	[]
COL4A5	ENST00000328300	True	6.0	63.343	0.094722	0.051	0.187	470.0	666.21	0.70549	0.653	0.761	220.0	220.34	0.99844	0.894	1.116	6.7148	2.7577	0.018094	1.0	1.77e-06	1.3037999999999999e-19	[]
COL4A6	ENST00000372216	True	12.0	58.317	0.20576999999999998	0.131	0.333	531.0	637.15	0.8334	0.775	0.895	243.0	242.0	1.0041	0.903	1.117	5.6525	1.5256	-0.050186	0.81305	0.18695	2.0786999999999997e-11	[]
COL5A1	ENST00000371817	True	2.0	117.53	0.017016999999999997	0.006	0.054	929.0	1138.3	0.81612	0.772	0.862	526.0	476.14	1.1047	1.028	1.187	9.9316	2.2506	-1.7889	1.0	3.8216e-18	2.9860999999999995e-45	[]
COL5A2	ENST00000374866	True	4.0	94.29799999999999	0.042419	0.02	0.097	672.0	897.32	0.7489	0.702	0.798	269.0	281.75	0.9547399999999999	0.863	1.056	8.6662	2.7287	0.59482	1.0	6.1345e-13	5.849e-34	[]
COL5A3	ENST00000264828	True	50.0	105.42	0.47429	0.377	0.6	917.0	984.36	0.9315700000000001	0.882	0.984	375.0	389.89	0.96181	0.883	1.048	5.0305	0.77889	0.59041	1.1857e-19	1.0	5.8704e-09	[]
COL6A1	ENST00000361866	True	7.0	63.01	0.11109000000000001	0.062	0.209	631.0	689.63	0.9149799999999999	0.856	0.977	336.0	314.15	1.0695	0.977	1.171	6.5761	0.80994	-0.9651299999999999	0.9999899999999999	1.0429000000000001e-05	1.984e-18	[]
COL6A2	ENST00000300527	True	22.0	55.923	0.3934	0.28	0.562	794.0	722.76	1.0986	1.036	1.165	460.0	316.1	1.4552	1.347	1.572	4.2277	-0.9613700000000001	-6.3369	1.224e-07	1.0	8.879299999999999e-07	"[""syn_outlier""]"
COL6A3	ENST00000295550	True	54.0	122.37	0.44128999999999996	0.354	0.554	1902.0	1851.0	1.0275	0.989	1.067	842.0	770.98	1.0921	1.031	1.156	5.76	-0.42994	-2.0025	9.160200000000001e-20	1.0	1.4255000000000002e-11	[]
COL6A5	ENST00000265379	True	83.0	107.29	0.7736	0.647	0.929	1083.0	1317.0	0.82231	0.781	0.865	387.0	474.9	0.8149	0.749	0.886	2.1855	2.3394	3.1581	2.3615999999999997e-45	0.0042635	0.99574	[]
COL6A6	ENST00000358511	True	77.0	92.964	0.8282799999999999	0.688	1.001	1186.0	1248.2	0.95016	0.905	0.997	412.0	468.01	0.8803200000000001	0.811	0.955	1.5431	0.63876	2.0272	1.0248999999999999e-44	0.00019816	0.9998	[]
COL7A1	ENST00000328333	True	99.0	185.26	0.5344	0.453	0.632	1582.0	1722.8	0.9182799999999999	0.88	0.957	651.0	650.96	1.0001	0.937	1.067	5.9061	1.2305	-0.0012896	8.87e-42	1.0	3.4387e-11	[]
COL8A1	ENST00000261037	True	4.0	17.555	0.22785	0.111	0.521	332.0	418.26	0.79377	0.725	0.869	156.0	162.62	0.9593	0.841	1.096	3.0152	1.5301	0.40641	0.3583	0.64122	0.00048294	[]
COL8A2	ENST00000397799	True	4.0	13.609000000000002	0.29393	0.144	0.673	292.0	387.36	0.7538100000000001	0.684	0.831	200.0	181.61	1.1013	0.981	1.238	2.4275	1.7578	-1.0685	0.11262	0.88185	0.005529699999999999	[]
COL9A1	ENST00000357250	True	40.0	64.024	0.6247699999999999	0.484	0.813	513.0	531.52	0.96516	0.897	1.038	220.0	180.22	1.2207	1.093	1.365	2.7982	0.29138000000000003	-2.3202	3.2125e-19	0.98815	0.011848000000000001	[]
COL9A2	ENST00000372748	True	21.0	49.225	0.42661000000000004	0.302	0.614	348.0	424.5	0.81979	0.75	0.896	150.0	168.15	0.8920600000000001	0.78	1.021	3.7493	1.347	1.0958	5.1995e-08	0.99998	1.5001e-05	[]
COL9A3	ENST00000343916	True	27.0	50.167	0.5382	0.396	0.742	464.0	454.74	1.0204	0.945	1.102	224.0	190.51	1.1758	1.054	1.313	3.0484	-0.15757000000000002	-1.8997	3.7277e-12	0.99908	0.00091739	[]
COLCA1	ENST00000532918	True	0.0	0.0	0.0	0.0	0.0	66.0	62.101000000000006	1.0628	0.871	1.304	23.0	24.373	0.94365	0.678	1.337	0.0	-0.1795	0.21781999999999999	0.0	0.0	0.0	"[""no_exp_lof""]"
COLCA2	ENST00000398035	True	0.0	4.5756	0.0	0.0	0.654	61.0	74.07	0.8235399999999999	0.669	1.019	23.0	33.056	0.6957899999999999	0.5	0.986	1.9936	0.55093	1.3694	0.75468	0.2366	0.008716	[]
COLEC10	ENST00000332843	True	6.0	12.297	0.48791999999999996	0.266	0.963	157.0	158.43	0.99097	0.869	1.131	47.0	51.574	0.9113100000000001	0.72	1.162	1.6735	0.041245	0.49868999999999997	0.0027202	0.94157	0.05570800000000001	[]
COLEC11	ENST00000418971	True	5.0	12.729000000000001	0.39281	0.204	0.826	156.0	178.33	0.87476	0.767	0.999	85.0	76.867	1.1058	0.927	1.324	2.019	0.60674	-0.72625	0.016995	0.96211	0.020899	[]
COLEC12	ENST00000400256	True	5.0	29.7	0.16835	0.087	0.354	311.0	401.74	0.7741399999999999	0.705	0.85	166.0	159.32	1.0419	0.917	1.185	4.224	1.6423	-0.41445	0.90979	0.090212	2.1588e-07	[]
COLGALT1	ENST00000252599	True	16.0	25.612	0.62471	0.422	0.949	332.0	362.88	0.9149	0.836	1.002	145.0	148.49	0.9764700000000001	0.852	1.121	1.7701	0.58809	0.22454000000000002	2.625e-08	0.90697	0.093026	[]
COLGALT2	ENST00000361927	True	19.0	32.42	0.58605	0.408	0.86	296.0	344.53	0.85915	0.78	0.946	125.0	135.98	0.91924	0.794	1.066	2.1966	0.9484299999999999	0.73734	2.5549e-09	0.974	0.026001	[]
COLQ	ENST00000383788	True	24.0	30.835	0.77833	0.563	1.095	268.0	263.38	1.0175	0.92	1.126	97.0	97.391	0.9959899999999999	0.844	1.179	1.1472	-0.10324000000000001	0.031002	9.662000000000001e-14	0.25389	0.74611	[]
COMMD1	ENST00000311832	True	2.0	6.9551	0.28756	0.117	0.905	101.0	104.75	0.9642200000000001	0.82	1.138	53.0	42.715	1.2408	0.994	1.56	1.7511	0.13285999999999998	-1.232	0.21499000000000001	0.7491399999999999	0.035873	[]
COMMD10	ENST00000274458	True	15.0	11.228	1.3359	0.884	1.87	125.0	97.86200000000001	1.2773	1.104	1.482	46.0	35.951	1.2795	1.009	1.634	-1.0491	-0.99519	-1.3121	6.4019e-12	0.009223100000000001	0.9907799999999999	[]
COMMD2	ENST00000473414	True	12.0	9.467	1.2676	0.803	1.854	82.0	101.87	0.80496	0.672	0.967	50.0	42.419	1.1787	0.938	1.492	-0.76723	0.71413	-0.91127	1.7776e-09	0.035147000000000005	0.96485	[]
COMMD3	ENST00000376836	True	9.0	13.880999999999998	0.6483800000000001	0.39	1.131	112.0	102.02	1.0978	0.941	1.284	51.0	38.236999999999995	1.3338	1.064	1.682	1.2209	-0.35836999999999997	-1.6159	2.9573000000000003e-05	0.79701	0.20296	[]
COMMD3-BMI1	ENST00000602390	True	10.0	28.21	0.35449	0.218	0.601	161.0	250.76	0.6420399999999999	0.564	0.732	97.0	85.946	1.1286	0.957	1.336	3.1953	2.0564	-0.9335700000000001	0.0015130999999999999	0.99824	0.00024995	[]
COMMD4	ENST00000267935	True	7.0	10.805	0.64788	0.367	1.216	113.0	116.64	0.9687899999999999	0.831	1.133	50.0	52.148999999999994	0.9588	0.763	1.214	1.0787	0.12227	0.23296	0.00024729	0.77813	0.22161999999999998	[]
COMMD5	ENST00000450361	True	7.0	5.4592	1.2822	0.704	1.894	122.0	137.07	0.89005	0.768	1.034	57.0	57.419	0.9927	0.801	1.238	-0.61459	0.46701000000000004	0.043289	7.1441e-06	0.16596	0.8340299999999999	[]
COMMD6	ENST00000355801	True	2.0	6.2554	0.31973	0.13	1.005	62.0	50.895	1.2182	0.992	1.505	24.0	19.887999999999998	1.2067	0.873	1.684	1.5857	-0.5646899999999999	-0.7218899999999999	0.17115999999999998	0.77482	0.054025	[]
COMMD7	ENST00000278980	True	12.0	14.387	0.8340799999999999	0.533	1.35	83.0	99.01299999999999	0.8382700000000001	0.701	1.006	34.0	35.598	0.9551200000000001	0.726	1.272	0.58654	0.58381	0.20964000000000002	1.0779000000000001e-07	0.33843	0.66157	[]
COMMD8	ENST00000381571	True	11.0	11.218	0.98054	0.616	1.601	87.0	91.206	0.95388	0.801	1.14	43.0	33.866	1.2697	0.994	1.635	0.060758000000000006	0.15978	-1.2289	8.494999999999999e-08	0.16771	0.83229	[]
COMMD9	ENST00000263401	True	2.0	9.1842	0.21775999999999998	0.088	0.685	96.0	110.85	0.86603	0.733	1.026	48.0	46.213	1.0387	0.823	1.321	2.2093	0.51172	-0.20578000000000002	0.39437	0.597	0.008635799999999999	[]
